county_name,rank,lat,lon,description
San Juan County,408,36.5001935,-108.3355044,"Ranks highly in: Agricultural_Loss_Rate: 90%, Asthma: 84%, Household_Income: 83%"
Hays County,409,30.0546875,-98.02152964,"Ranks highly in: Agricultural_Loss_Rate: 83%, PM25: 82%, Building_Loss_Rate: 81%"
Allegany County,410,42.2590545,-78.02357078,"Ranks highly in: Asthma: 82%, Household_Income: 81%, Building_Loss_Rate: 80%"
Guadalupe County,411,34.782945,-104.7100975,"Ranks highly in: PM25: 84%, Agricultural_Loss_Rate: 81%, Building_Loss_Rate: 81%"
Canadian County,412,35.524946,-97.98883713,"Ranks highly in: Building_Loss_Rate: 83%, Diesel_Particulate: 79%, PM25: 79%"
Porter County,413,41.4900445,-87.0747578,"Ranks highly in: Diesel_Particulate: 82%, PM25: 80%, Building_Loss_Rate: 77%"
Windham County,414,42.9943145,-72.73436762,"Ranks highly in: Asthma: 87%, Agricultural_Loss_Rate: 85%, Household_Income: 84%"
Mohave County,415,35.605563,-113.9941571,"Ranks highly in: Asthma: 87%, Household_Income: 81%, Building_Loss_Rate: 79%"
Olmsted County,416,44.014842,-92.37838063,"Ranks highly in: Building_Loss_Rate: 81%, Agricultural_Loss_Rate: 81%, Traffic_Proximity: 80%"
Ohio County,417,37.4750585,-86.87445229,"Ranks highly in: Diesel_Particulate: 80%, PM25: 80%, Asthma: 80%"
Indian River County,418,27.7096405,-80.59411566,"Ranks highly in: Building_Loss_Rate: 85%, Agricultural_Loss_Rate: 81%, Diesel_Particulate: 80%"
Madera County,419,37.2705615,-119.6356453,"Ranks highly in: PM25: 83%, Agricultural_Loss_Rate: 82%, Building_Loss_Rate: 76%"
Suffolk city,420,36.746143,-76.61123477,"Ranks highly in: Agricultural_Loss_Rate: 84%, Asthma: 78%, Building_Loss_Rate: 78%"
Carteret County,421,34.874055,-76.44464141,"Ranks highly in: Building_Loss_Rate: 87%, Agricultural_Loss_Rate: 81%, Traffic_Proximity: 78%"
Gregg County,422,32.5134005,-94.84441889,"Ranks highly in: PM25: 83%, Building_Loss_Rate: 78%, Traffic_Proximity: 77%"
Kankakee County,423,41.146714,-87.88440899,"Ranks highly in: PM25: 80%, Diesel_Particulate: 80%, Traffic_Proximity: 78%"
Lycoming County,424,41.3330105,-77.05534594,"Ranks highly in: Asthma: 81%, Traffic_Proximity: 80%, PM25: 79%"
Platte County,425,42.131462,-104.9676352,"Ranks highly in: Diesel_Particulate: 81%, Building_Loss_Rate: 80%, Agricultural_Loss_Rate: 80%"
Webster County,426,33.599734,-89.26254842,"Ranks highly in: Agricultural_Loss_Rate: 87%, Building_Loss_Rate: 85%, Household_Income: 82%"
Walton County,427,30.6037395,-86.15148881,"Ranks highly in: Agricultural_Loss_Rate: 84%, PM25: 81%, Building_Loss_Rate: 79%"
LaPorte County,428,41.4992735,-86.72734398,"Ranks highly in: Diesel_Particulate: 81%, Asthma: 80%, Traffic_Proximity: 80%"
Brunswick County,429,34.062326,-78.24417534,"Ranks highly in: Agricultural_Loss_Rate: 88%, Building_Loss_Rate: 85%, Household_Income: 78%"
Onslow County,430,34.691818,-77.38602705,"Ranks highly in: Agricultural_Loss_Rate: 86%, Building_Loss_Rate: 83%, Asthma: 76%"
Wagoner County,431,35.9636915,-95.52018376,"Ranks highly in: Agricultural_Loss_Rate: 83%, PM25: 83%, Building_Loss_Rate: 78%"
Russell County,432,38.915129,-98.76226191,"Ranks highly in: Agricultural_Loss_Rate: 82%, PM25: 81%, Household_Income: 80%"
Merrimack County,433,43.312002,-71.68514497,"Ranks highly in: Agricultural_Loss_Rate: 85%, Asthma: 83%, Traffic_Proximity: 80%"
Bradley County,434,33.4340695,-92.16674515,"Ranks highly in: PM25: 80%, Diesel_Particulate: 79%, Asthma: 77%"
Talladega County,435,33.4000955,-86.14672104,"Ranks highly in: PM25: 82%, Asthma: 77%, Agricultural_Loss_Rate: 77%"
Randall County,436,34.963986,-101.8967147,"Ranks highly in: Building_Loss_Rate: 84%, Diesel_Particulate: 82%, Traffic_Proximity: 80%"
LaSalle County,437,41.2785495,-88.87597844,"Ranks highly in: PM25: 80%, Household_Income: 78%, Diesel_Particulate: 78%"
Cochise County,438,31.880344,-109.7497039,"Ranks highly in: Agricultural_Loss_Rate: 85%, Asthma: 83%, Household_Income: 82%"
Lafourche Parish,439,29.4587705,-90.2629008,"Ranks highly in: Agricultural_Loss_Rate: 81%, Building_Loss_Rate: 81%, Diesel_Particulate: 76%"
Berkshire County,440,42.391852,-73.20203288,"Ranks highly in: Asthma: 84%, Traffic_Proximity: 82%, Household_Income: 77%"
Spotsylvania County,441,38.1859475,-77.65495699,"Ranks highly in: Agricultural_Loss_Rate: 82%, Diesel_Particulate: 81%, Household_Income: 79%"
Vermilion County,442,40.1791705,-87.73619135,"Ranks highly in: PM25: 79%, Agricultural_Loss_Rate: 77%, Building_Loss_Rate: 77%"
Bedford County,443,37.312057,-79.56553417,"Ranks highly in: Agricultural_Loss_Rate: 86%, Asthma: 81%, Household_Income: 78%"
Yellowstone County,444,45.9778405,-108.3600661,"Ranks highly in: Traffic_Proximity: 81%, Asthma: 80%, Diesel_Particulate: 77%"
Northumberland County,445,37.8522985,-76.37165071,"Ranks highly in: PM25: 81%, Asthma: 81%, Household_Income: 80%"
Terrebonne Parish,446,29.3822185,-90.81578347,"Ranks highly in: Agricultural_Loss_Rate: 81%, Building_Loss_Rate: 79%, Diesel_Particulate: 76%"
Bossier Parish,447,32.6277585,-93.59863967,"Ranks highly in: PM25: 83%, Diesel_Particulate: 78%, Traffic_Proximity: 76%"
Highlands County,448,27.3394545,-81.30486491,"Ranks highly in: Agricultural_Loss_Rate: 85%, Building_Loss_Rate: 83%, Household_Income: 79%"
Lamar County,449,33.660689,-95.58316294,"Ranks highly in: PM25: 81%, Building_Loss_Rate: 81%, Agricultural_Loss_Rate: 80%"
Androscoggin County,450,44.196502,-70.20310667,"Ranks highly in: Agricultural_Loss_Rate: 83%, Asthma: 81%, Traffic_Proximity: 78%"
Charles County,451,38.438241,-77.069274,"Ranks highly in: Diesel_Particulate: 81%, Asthma: 78%, PM25: 77%"
Sevier County,452,38.774539,-111.7636901,"Ranks highly in: Agricultural_Loss_Rate: 81%, PM25: 77%, Asthma: 76%"
Columbiana County,453,40.755175,-80.803096,"Ranks highly in: PM25: 82%, Asthma: 78%, Household_Income: 77%"
Comal County,454,29.816262,-98.28934082,"Ranks highly in: Agricultural_Loss_Rate: 82%, PM25: 82%, Building_Loss_Rate: 80%"
Lyon County,455,43.378919,-96.1923166,"Ranks highly in: Agricultural_Loss_Rate: 86%, Building_Loss_Rate: 81%, Household_Income: 78%"
Imperial County,456,33.0261775,-115.3571376,"Ranks highly in: PM25: 84%, Traffic_Proximity: 80%, Household_Income: 76%"
Burke County,457,48.7725935,-102.546021,"Ranks highly in: Agricultural_Loss_Rate: 85%, Building_Loss_Rate: 79%, PM25: 77%"
Tangipahoa Parish,458,30.612476,-90.40724005,"Ranks highly in: Building_Loss_Rate: 79%, Diesel_Particulate: 78%, Agricultural_Loss_Rate: 76%"
Citrus County,459,28.8593595,-82.51544338,"Ranks highly in: Building_Loss_Rate: 81%, Household_Income: 80%, PM25: 75%"
Halifax County,460,36.2574045,-77.68422198,"Ranks highly in: Agricultural_Loss_Rate: 81%, Household_Income: 79%, Asthma: 78%"
Centre County,461,40.9721315,-77.80600409,"Ranks highly in: PM25: 81%, Asthma: 80%, Traffic_Proximity: 79%"
Ector County,462,31.8707455,-102.5429092,"Ranks highly in: Building_Loss_Rate: 81%, Traffic_Proximity: 79%, Diesel_Particulate: 75%"
Kootenai County,463,47.67867,-116.6828601,"Ranks highly in: PM25: 86%, Asthma: 77%, Diesel_Particulate: 77%"
Ashtabula County,464,41.9138205,-80.76455802,"Ranks highly in: Asthma: 81%, PM25: 78%, Household_Income: 78%"
Crittenden County,465,37.336466,-88.08550176,"Ranks highly in: PM25: 80%, Asthma: 80%, Diesel_Particulate: 79%"
Paulding County,466,41.1213645,-84.57267652,"Ranks highly in: PM25: 82%, Agricultural_Loss_Rate: 80%, Diesel_Particulate: 77%"
Limestone County,467,34.77491,-87.03222785,"Ranks highly in: PM25: 80%, Agricultural_Loss_Rate: 79%, Household_Income: 78%"
Stearns County,468,45.5284405,-94.64084615,"Ranks highly in: Agricultural_Loss_Rate: 81%, Building_Loss_Rate: 79%, Traffic_Proximity: 76%"
Stafford County,469,38.0429355,-98.69276595,"Ranks highly in: Diesel_Particulate: 82%, Agricultural_Loss_Rate: 80%, Building_Loss_Rate: 75%"
Hopkins County,470,33.170397,-95.58517203,"Ranks highly in: PM25: 79%, Building_Loss_Rate: 76%, Agricultural_Loss_Rate: 76%"
Victoria County,471,28.7950145,-96.93676431,"Ranks highly in: Building_Loss_Rate: 80%, PM25: 80%, Traffic_Proximity: 76%"
St. Landry Parish,472,30.574673,-91.98283602,"Ranks highly in: Building_Loss_Rate: 78%, Agricultural_Loss_Rate: 78%, PM25: 75%"
Garfield County,473,37.8445095,-111.4993501,"Ranks highly in: Agricultural_Loss_Rate: 79%, Building_Loss_Rate: 78%, Traffic_Proximity: 75%"
Lafayette County,474,39.1006465,-93.79711492,"Ranks highly in: Agricultural_Loss_Rate: 78%, Building_Loss_Rate: 77%, Asthma: 75%"
Kennebec County,475,44.4146515,-69.78968702,"Ranks highly in: Agricultural_Loss_Rate: 89%, Asthma: 83%, Household_Income: 76%"
Strafford County,476,43.3267025,-71.05816943,"Ranks highly in: Agricultural_Loss_Rate: 81%, Asthma: 79%, Traffic_Proximity: 79%"
Eaton County,477,42.5942685,-84.83873082,"Ranks highly in: Asthma: 80%, Building_Loss_Rate: 76%, Traffic_Proximity: 75%"
Wise County,478,33.2120955,-97.65547876,"Ranks highly in: Building_Loss_Rate: 77%, Household_Income: 77%, Agricultural_Loss_Rate: 77%"
Hendricks County,479,39.762486,-86.50681406,"Ranks highly in: Diesel_Particulate: 80%, PM25: 80%, Agricultural_Loss_Rate: 78%"
La Crosse County,480,43.9076135,-91.12758616,"Ranks highly in: Traffic_Proximity: 81%, Diesel_Particulate: 77%, Building_Loss_Rate: 76%"
Indiana County,481,40.6397635,-79.09445402,"Ranks highly in: PM25: 83%, Asthma: 78%, Household_Income: 77%"
Garland County,482,34.58084,-93.10608646,"Ranks highly in: PM25: 80%, Building_Loss_Rate: 76%, Traffic_Proximity: 74%"
Navajo County,483,35.287628,-110.2972394,"Ranks highly in: Agricultural_Loss_Rate: 85%, Asthma: 84%, Household_Income: 84%"
Cache County,484,41.6840735,-111.7316855,"Ranks highly in: Agricultural_Loss_Rate: 78%, PM25: 77%, Diesel_Particulate: 76%"
Pennington County,485,44.0964515,-103.0310545,"Ranks highly in: Building_Loss_Rate: 80%, Traffic_Proximity: 78%, Household_Income: 76%"
Dubuque County,486,42.484866,-90.89526476,"Ranks highly in: Building_Loss_Rate: 79%, Traffic_Proximity: 77%, Diesel_Particulate: 75%"
Woodbury County,487,42.3866865,-96.04076975,"Ranks highly in: Building_Loss_Rate: 80%, Traffic_Proximity: 78%, Diesel_Particulate: 74%"
Decatur County,488,39.784752,-100.4602989,"Ranks highly in: Agricultural_Loss_Rate: 79%, Building_Loss_Rate: 79%, PM25: 76%"
Chittenden County,489,44.4419475,-73.05285542,"Ranks highly in: Traffic_Proximity: 82%, Asthma: 80%, Household_Income: 76%"
Miller County,490,38.22374,-92.44627993,"Ranks highly in: PM25: 80%, Building_Loss_Rate: 78%, Asthma: 73%"
Ottawa County,491,42.9852855,-86.43749151,"Ranks highly in: Asthma: 92%, Agricultural_Loss_Rate: 91%, Building_Loss_Rate: 89%"
Forrest County,492,31.17212,-89.24712646,"Ranks highly in: PM25: 77%, Building_Loss_Rate: 76%, Diesel_Particulate: 73%"
Fremont County,493,43.1353055,-108.5703132,"Ranks highly in: Agricultural_Loss_Rate: 84%, Building_Loss_Rate: 79%, Household_Income: 78%"
McCracken County,494,37.085728,-88.72382622,"Ranks highly in: PM25: 79%, Diesel_Particulate: 75%, Traffic_Proximity: 73%"
Lenawee County,495,41.896035,-84.0657732,"Ranks highly in: Asthma: 79%, Building_Loss_Rate: 73%, PM25: 72%"
Bowie County,496,33.4764875,-94.39487022,"Ranks highly in: PM25: 80%, Building_Loss_Rate: 76%, Diesel_Particulate: 73%"
Monongalia County,497,39.5785545,-79.96979844,"Ranks highly in: Asthma: 79%, Traffic_Proximity: 78%, Diesel_Particulate: 76%"
St. Bernard Parish,498,29.9151025,-89.33953941,"Ranks highly in: Diesel_Particulate: 81%, Building_Loss_Rate: 77%, Traffic_Proximity: 75%"
Carbon County,499,41.718888,-106.7914265,"Ranks highly in: Agricultural_Loss_Rate: 78%, Asthma: 78%, Household_Income: 78%"
Sutter County,500,39.019944,-121.7078778,"Ranks highly in: Agricultural_Loss_Rate: 81%, PM25: 79%, Traffic_Proximity: 76%"
Adair County,501,40.1912535,-92.60093162,"Ranks highly in: Agricultural_Loss_Rate: 79%, Household_Income: 78%, Building_Loss_Rate: 77%"
